device_mac, date, type, intensity, steps, heartrate
fc:5a:18:28:15:53, 2018-04-17 18:53, 83, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 18:54, 83, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 18:55, 83, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 18:56, 83, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 18:57, 83, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 18:58, 83, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 18:59, 83, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:00, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:01, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:02, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:03, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 19:04, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:05, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:06, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:07, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:08, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 19:09, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:10, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:11, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:12, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:13, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 19:14, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:15, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:16, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:17, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:18, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 19:19, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:20, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:21, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:22, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:23, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 19:24, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:25, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:26, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:27, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:28, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 19:29, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:30, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:31, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:32, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:33, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 19:34, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:35, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:36, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:37, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:38, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 19:39, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:40, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:41, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:42, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:43, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 19:44, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:45, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:46, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:47, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:48, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 19:49, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:50, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:51, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:52, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:53, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 19:54, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:55, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:56, 112, 30, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:57, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 19:58, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 19:59, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:00, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:01, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:02, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:03, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:04, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:05, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:06, 123, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:07, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:08, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:09, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:10, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:11, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:12, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:13, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:14, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:15, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:16, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:17, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:18, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:19, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:20, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:21, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:22, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:23, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:24, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:25, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:26, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:27, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:28, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:29, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:30, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:31, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:32, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:33, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:34, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:35, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:36, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:37, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:38, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:39, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:40, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:41, 112, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:42, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:43, 121, 40, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:44, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:45, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:46, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:47, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:48, 124, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:49, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:50, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:51, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:52, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:53, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:54, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:55, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:56, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:57, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 20:58, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 20:59, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:00, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:01, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:02, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:03, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 21:04, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:05, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:06, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:07, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:08, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 21:09, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:10, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:11, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:12, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:13, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 21:14, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:15, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:16, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:17, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:18, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 21:19, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:20, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:21, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:22, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:23, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 21:24, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:25, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:26, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:27, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:28, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 21:29, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:30, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:31, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:32, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:33, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 21:34, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:35, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:36, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:37, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:38, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 21:39, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:40, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:41, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:42, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:43, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 21:44, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:45, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:46, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:47, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:48, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 21:49, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:50, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:51, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:52, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:53, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 21:54, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:55, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:56, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:57, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 21:58, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 21:59, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:00, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:01, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:02, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:03, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 22:04, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:05, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:06, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:07, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:08, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 22:09, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:10, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:11, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:12, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:13, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 22:14, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:15, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:16, 112, 7, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:17, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:18, 115, 0, 0, 0
fc:5a:18:28:15:53, 2018-04-17 22:19, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:20, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:21, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:22, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:23, 122, 20, 0, 0
fc:5a:18:28:15:53, 2018-04-17 22:24, 115, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:25, 112, 1, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:26, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:27, 80, 36, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:28, 80, 34, 0, 0
fc:5a:18:28:15:53, 2018-04-17 22:29, 96, 39, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:30, 80, 36, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:31, 80, 23, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:32, 80, 2, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:33, 80, 33, 0, 59
fc:5a:18:28:15:53, 2018-04-17 22:34, 80, 19, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:35, 80, 13, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:36, 80, 15, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:37, 80, 16, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:38, 80, 9, 0, 61
fc:5a:18:28:15:53, 2018-04-17 22:39, 80, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:40, 80, 24, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:41, 80, 21, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:42, 80, 2, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:43, 80, 7, 0, 62
fc:5a:18:28:15:53, 2018-04-17 22:44, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:45, 80, 1, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:46, 80, 3, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:47, 80, 8, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:48, 80, 1, 0, 67
fc:5a:18:28:15:53, 2018-04-17 22:49, 80, 2, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:50, 80, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:51, 80, 21, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:52, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:53, 80, 4, 0, 61
fc:5a:18:28:15:53, 2018-04-17 22:54, 80, 29, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:55, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:56, 80, 7, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:57, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-17 22:58, 80, 19, 0, 76
fc:5a:18:28:15:53, 2018-04-17 22:59, 80, 16, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:00, 80, 30, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:01, 80, 23, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:02, 80, 11, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:03, 80, 11, 0, 56
fc:5a:18:28:15:53, 2018-04-17 23:04, 80, 21, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:05, 80, 4, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:06, 90, 20, 0, 255
