device_mac, date, type, intensity, steps, heartrate
fc:5a:18:28:15:53, 2018-04-17 23:07, 80, 4, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:08, 80, 15, 0, 70
fc:5a:18:28:15:53, 2018-04-17 23:09, 80, 8, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:10, 80, 23, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:11, 80, 27, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:12, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:13, 90, 20, 0, 69
fc:5a:18:28:15:53, 2018-04-17 23:14, 80, 24, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:15, 80, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:16, 80, 21, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:17, 80, 15, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:18, 80, 17, 0, 63
fc:5a:18:28:15:53, 2018-04-17 23:19, 80, 14, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:20, 80, 2, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:21, 80, 15, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:22, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:23, 80, 1, 0, 60
fc:5a:18:28:15:53, 2018-04-17 23:24, 80, 2, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:25, 80, 3, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:26, 80, 1, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:27, 80, 15, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:28, 80, 11, 0, 73
fc:5a:18:28:15:53, 2018-04-17 23:29, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:30, 80, 7, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:31, 80, 1, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:32, 80, 13, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:33, 80, 11, 0, 75
fc:5a:18:28:15:53, 2018-04-17 23:34, 80, 15, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:35, 80, 1, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:36, 80, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:37, 80, 16, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:38, 80, 25, 0, 68
fc:5a:18:28:15:53, 2018-04-17 23:39, 80, 25, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:40, 80, 52, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:41, 80, 25, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:42, 80, 14, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:43, 80, 9, 0, 107
fc:5a:18:28:15:53, 2018-04-17 23:44, 80, 19, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:45, 80, 23, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:46, 96, 37, 10, 255
fc:5a:18:28:15:53, 2018-04-17 23:47, 96, 67, 2, 255
fc:5a:18:28:15:53, 2018-04-17 23:48, 96, 74, 10, 101
fc:5a:18:28:15:53, 2018-04-17 23:49, 1, 85, 39, 255
fc:5a:18:28:15:53, 2018-04-17 23:50, 96, 75, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:51, 96, 23, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:52, 80, 52, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:53, 80, 52, 0, 69
fc:5a:18:28:15:53, 2018-04-17 23:54, 96, 40, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:55, 80, 46, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:56, 80, 8, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:57, 80, 5, 0, 255
fc:5a:18:28:15:53, 2018-04-17 23:58, 90, 20, 0, 89
fc:5a:18:28:15:53, 2018-04-17 23:59, 96, 8, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:00, 96, 10, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:01, 16, 9, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:02, 96, 1, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:03, 90, 20, 0, 59
fc:5a:18:28:15:53, 2018-04-18 00:04, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:05, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:06, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:07, 80, 47, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:08, 80, 3, 0, 86
fc:5a:18:28:15:53, 2018-04-18 00:09, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:10, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:11, 80, 2, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:12, 112, 30, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:13, 80, 11, 0, 67
fc:5a:18:28:15:53, 2018-04-18 00:14, 80, 3, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:15, 80, 7, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:16, 80, 19, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:17, 80, 14, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:18, 80, 3, 0, 58
fc:5a:18:28:15:53, 2018-04-18 00:19, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:20, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:21, 80, 9, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:22, 80, 10, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:23, 80, 12, 0, 50
fc:5a:18:28:15:53, 2018-04-18 00:24, 80, 7, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:25, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:26, 80, 4, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:27, 80, 11, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:28, 80, 15, 0, 0
fc:5a:18:28:15:53, 2018-04-18 00:29, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:30, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:31, 80, 10, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:32, 80, 9, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:33, 80, 2, 0, 50
fc:5a:18:28:15:53, 2018-04-18 00:34, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:35, 80, 4, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:36, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:37, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:38, 80, 11, 0, 115
fc:5a:18:28:15:53, 2018-04-18 00:39, 80, 15, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:40, 80, 15, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:41, 80, 3, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:42, 80, 6, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:43, 80, 24, 0, 58
fc:5a:18:28:15:53, 2018-04-18 00:44, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:45, 80, 10, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:46, 80, 10, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:47, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:48, 80, 2, 0, 52
fc:5a:18:28:15:53, 2018-04-18 00:49, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:50, 80, 1, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:51, 80, 8, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:52, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:53, 90, 20, 0, 74
fc:5a:18:28:15:53, 2018-04-18 00:54, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:55, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:56, 80, 9, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:57, 80, 45, 0, 255
fc:5a:18:28:15:53, 2018-04-18 00:58, 80, 35, 0, 50
fc:5a:18:28:15:53, 2018-04-18 00:59, 80, 40, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:00, 80, 49, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:01, 80, 25, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:02, 80, 28, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:03, 80, 22, 0, 58
fc:5a:18:28:15:53, 2018-04-18 01:04, 80, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:05, 80, 5, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:06, 80, 6, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:07, 80, 6, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:08, 80, 22, 0, 62
fc:5a:18:28:15:53, 2018-04-18 01:09, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:10, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:11, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:12, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:13, 80, 9, 0, 61
fc:5a:18:28:15:53, 2018-04-18 01:14, 80, 12, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:15, 80, 19, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:16, 80, 3, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:17, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:18, 80, 6, 0, 61
fc:5a:18:28:15:53, 2018-04-18 01:19, 80, 16, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:20, 80, 8, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:21, 80, 25, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:22, 80, 22, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:23, 80, 17, 0, 63
fc:5a:18:28:15:53, 2018-04-18 01:24, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:25, 80, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:26, 80, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:27, 80, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:28, 90, 20, 0, 47
fc:5a:18:28:15:53, 2018-04-18 01:29, 80, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:30, 80, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:31, 80, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:32, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:33, 112, 0, 0, 53
fc:5a:18:28:15:53, 2018-04-18 01:34, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:35, 123, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:36, 112, 0, 0, 51
fc:5a:18:28:15:53, 2018-04-18 01:37, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:38, 112, 0, 0, 52
fc:5a:18:28:15:53, 2018-04-18 01:39, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:40, 112, 0, 0, 54
fc:5a:18:28:15:53, 2018-04-18 01:41, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:42, 112, 0, 0, 50
fc:5a:18:28:15:53, 2018-04-18 01:43, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:44, 112, 0, 0, 52
fc:5a:18:28:15:53, 2018-04-18 01:45, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:46, 112, 0, 0, 50
fc:5a:18:28:15:53, 2018-04-18 01:47, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:48, 112, 0, 0, 51
fc:5a:18:28:15:53, 2018-04-18 01:49, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:50, 112, 0, 0, 51
fc:5a:18:28:15:53, 2018-04-18 01:51, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:52, 112, 0, 0, 48
fc:5a:18:28:15:53, 2018-04-18 01:53, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:54, 112, 0, 0, 52
fc:5a:18:28:15:53, 2018-04-18 01:55, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:56, 112, 0, 0, 46
fc:5a:18:28:15:53, 2018-04-18 01:57, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 01:58, 112, 0, 0, 46
fc:5a:18:28:15:53, 2018-04-18 01:59, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:00, 112, 0, 0, 45
fc:5a:18:28:15:53, 2018-04-18 02:01, 112, 7, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:02, 112, 14, 0, 46
fc:5a:18:28:15:53, 2018-04-18 02:03, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:04, 112, 1, 0, 46
fc:5a:18:28:15:53, 2018-04-18 02:05, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:06, 112, 0, 0, 47
fc:5a:18:28:15:53, 2018-04-18 02:07, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:08, 112, 0, 0, 46
fc:5a:18:28:15:53, 2018-04-18 02:09, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:10, 112, 0, 0, 48
fc:5a:18:28:15:53, 2018-04-18 02:11, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:12, 122, 20, 0, 47
fc:5a:18:28:15:53, 2018-04-18 02:13, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:14, 112, 0, 0, 46
fc:5a:18:28:15:53, 2018-04-18 02:15, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:16, 112, 0, 0, 46
fc:5a:18:28:15:53, 2018-04-18 02:17, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:18, 112, 0, 0, 47
fc:5a:18:28:15:53, 2018-04-18 02:19, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:20, 112, 0, 0, 46
fc:5a:18:28:15:53, 2018-04-18 02:21, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:22, 112, 0, 0, 50
fc:5a:18:28:15:53, 2018-04-18 02:23, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:24, 112, 35, 0, 47
fc:5a:18:28:15:53, 2018-04-18 02:25, 121, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:26, 122, 20, 0, 47
fc:5a:18:28:15:53, 2018-04-18 02:27, 122, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:28, 122, 20, 0, 54
fc:5a:18:28:15:53, 2018-04-18 02:29, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:30, 112, 0, 0, 53
fc:5a:18:28:15:53, 2018-04-18 02:31, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:32, 112, 0, 0, 55
fc:5a:18:28:15:53, 2018-04-18 02:33, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:34, 112, 0, 0, 58
fc:5a:18:28:15:53, 2018-04-18 02:35, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:36, 112, 0, 0, 62
fc:5a:18:28:15:53, 2018-04-18 02:37, 122, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:38, 112, 0, 0, 61
fc:5a:18:28:15:53, 2018-04-18 02:39, 112, 24, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:40, 112, 15, 0, 55
fc:5a:18:28:15:53, 2018-04-18 02:41, 122, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:42, 112, 14, 0, 57
fc:5a:18:28:15:53, 2018-04-18 02:43, 121, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:44, 112, 19, 0, 52
fc:5a:18:28:15:53, 2018-04-18 02:45, 121, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:46, 121, 57, 0, 47
fc:5a:18:28:15:53, 2018-04-18 02:47, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:48, 112, 0, 0, 61
fc:5a:18:28:15:53, 2018-04-18 02:49, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:50, 112, 0, 0, 50
fc:5a:18:28:15:53, 2018-04-18 02:51, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:52, 112, 0, 0, 47
fc:5a:18:28:15:53, 2018-04-18 02:53, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:54, 112, 0, 0, 50
fc:5a:18:28:15:53, 2018-04-18 02:55, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:56, 112, 0, 0, 50
fc:5a:18:28:15:53, 2018-04-18 02:57, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 02:58, 112, 0, 0, 47
fc:5a:18:28:15:53, 2018-04-18 02:59, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:00, 112, 0, 0, 48
fc:5a:18:28:15:53, 2018-04-18 03:01, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:02, 112, 0, 0, 46
fc:5a:18:28:15:53, 2018-04-18 03:03, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:04, 112, 0, 0, 48
fc:5a:18:28:15:53, 2018-04-18 03:05, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:06, 112, 0, 0, 49
fc:5a:18:28:15:53, 2018-04-18 03:07, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:08, 112, 0, 0, 49
fc:5a:18:28:15:53, 2018-04-18 03:09, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:10, 112, 22, 0, 48
fc:5a:18:28:15:53, 2018-04-18 03:11, 112, 6, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:12, 112, 0, 0, 47
fc:5a:18:28:15:53, 2018-04-18 03:13, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:14, 112, 0, 0, 46
fc:5a:18:28:15:53, 2018-04-18 03:15, 112, 25, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:16, 112, 0, 0, 45
fc:5a:18:28:15:53, 2018-04-18 03:17, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:18, 112, 0, 0, 44
fc:5a:18:28:15:53, 2018-04-18 03:19, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:20, 112, 0, 0, 43
fc:5a:18:28:15:53, 2018-04-18 03:21, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:22, 112, 0, 0, 43
fc:5a:18:28:15:53, 2018-04-18 03:23, 112, 4, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:24, 112, 0, 0, 44
fc:5a:18:28:15:53, 2018-04-18 03:25, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:26, 112, 0, 0, 41
fc:5a:18:28:15:53, 2018-04-18 03:27, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:28, 112, 0, 0, 42
fc:5a:18:28:15:53, 2018-04-18 03:29, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:30, 112, 0, 0, 44
fc:5a:18:28:15:53, 2018-04-18 03:31, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:32, 112, 0, 0, 50
fc:5a:18:28:15:53, 2018-04-18 03:33, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:34, 112, 0, 0, 41
fc:5a:18:28:15:53, 2018-04-18 03:35, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:36, 112, 0, 0, 43
fc:5a:18:28:15:53, 2018-04-18 03:37, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:38, 112, 0, 0, 44
fc:5a:18:28:15:53, 2018-04-18 03:39, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:40, 112, 0, 0, 45
fc:5a:18:28:15:53, 2018-04-18 03:41, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:42, 112, 0, 0, 43
fc:5a:18:28:15:53, 2018-04-18 03:43, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:44, 112, 0, 0, 44
fc:5a:18:28:15:53, 2018-04-18 03:45, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:46, 112, 0, 0, 45
fc:5a:18:28:15:53, 2018-04-18 03:47, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:48, 112, 0, 0, 47
fc:5a:18:28:15:53, 2018-04-18 03:49, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:50, 112, 0, 0, 43
fc:5a:18:28:15:53, 2018-04-18 03:51, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:52, 112, 0, 0, 42
fc:5a:18:28:15:53, 2018-04-18 03:53, 122, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:54, 112, 0, 0, 42
fc:5a:18:28:15:53, 2018-04-18 03:55, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:56, 112, 0, 0, 43
fc:5a:18:28:15:53, 2018-04-18 03:57, 112, 14, 0, 255
fc:5a:18:28:15:53, 2018-04-18 03:58, 112, 0, 0, 42
fc:5a:18:28:15:53, 2018-04-18 03:59, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:00, 112, 0, 0, 44
fc:5a:18:28:15:53, 2018-04-18 04:01, 112, 14, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:02, 112, 0, 0, 40
fc:5a:18:28:15:53, 2018-04-18 04:03, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:04, 112, 0, 0, 49
fc:5a:18:28:15:53, 2018-04-18 04:05, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:06, 112, 24, 0, 57
fc:5a:18:28:15:53, 2018-04-18 04:07, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:08, 112, 0, 0, 60
fc:5a:18:28:15:53, 2018-04-18 04:09, 112, 27, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:10, 122, 20, 0, 52
fc:5a:18:28:15:53, 2018-04-18 04:11, 112, 19, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:12, 90, 20, 0, 47
fc:5a:18:28:15:53, 2018-04-18 04:13, 90, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:14, 80, 0, 0, 53
fc:5a:18:28:15:53, 2018-04-18 04:15, 80, 4, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:16, 80, 13, 0, 55
fc:5a:18:28:15:53, 2018-04-18 04:17, 80, 28, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:18, 112, 0, 0, 52
fc:5a:18:28:15:53, 2018-04-18 04:19, 112, 17, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:20, 80, 21, 0, 56
fc:5a:18:28:15:53, 2018-04-18 04:21, 80, 3, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:22, 80, 0, 0, 42
fc:5a:18:28:15:53, 2018-04-18 04:23, 80, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:24, 80, 0, 0, 41
fc:5a:18:28:15:53, 2018-04-18 04:25, 80, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:26, 112, 0, 0, 45
fc:5a:18:28:15:53, 2018-04-18 04:27, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:28, 112, 0, 0, 44
fc:5a:18:28:15:53, 2018-04-18 04:29, 112, 1, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:30, 122, 20, 0, 47
fc:5a:18:28:15:53, 2018-04-18 04:31, 122, 20, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:32, 122, 20, 0, 47
fc:5a:18:28:15:53, 2018-04-18 04:33, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:34, 112, 0, 0, 50
fc:5a:18:28:15:53, 2018-04-18 04:35, 112, 21, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:36, 112, 20, 0, 45
fc:5a:18:28:15:53, 2018-04-18 04:37, 112, 45, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:38, 112, 23, 0, 48
fc:5a:18:28:15:53, 2018-04-18 04:39, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:40, 112, 13, 0, 46
fc:5a:18:28:15:53, 2018-04-18 04:41, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:42, 112, 0, 0, 49
fc:5a:18:28:15:53, 2018-04-18 04:43, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:44, 112, 0, 0, 47
fc:5a:18:28:15:53, 2018-04-18 04:45, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:46, 112, 0, 0, 45
fc:5a:18:28:15:53, 2018-04-18 04:47, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:48, 112, 0, 0, 45
fc:5a:18:28:15:53, 2018-04-18 04:49, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:50, 112, 0, 0, 49
fc:5a:18:28:15:53, 2018-04-18 04:51, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:52, 112, 0, 0, 48
fc:5a:18:28:15:53, 2018-04-18 04:53, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:54, 112, 0, 0, 52
fc:5a:18:28:15:53, 2018-04-18 04:55, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:56, 112, 0, 0, 53
fc:5a:18:28:15:53, 2018-04-18 04:57, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 04:58, 112, 0, 0, 47
fc:5a:18:28:15:53, 2018-04-18 04:59, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 05:00, 112, 0, 0, 47
fc:5a:18:28:15:53, 2018-04-18 05:01, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 05:02, 112, 0, 0, 48
fc:5a:18:28:15:53, 2018-04-18 05:03, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 05:04, 112, 0, 0, 51
fc:5a:18:28:15:53, 2018-04-18 05:05, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 05:06, 112, 0, 0, 47
fc:5a:18:28:15:53, 2018-04-18 05:07, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 05:08, 112, 0, 0, 48
fc:5a:18:28:15:53, 2018-04-18 05:09, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 05:10, 112, 0, 0, 48
fc:5a:18:28:15:53, 2018-04-18 05:11, 112, 0, 0, 255
fc:5a:18:28:15:53, 2018-04-18 05:12, 112, 0, 0, 47
fc:5a:18:28:15:53, 2018-04-18 05:13, 112, 0, 0, 255
